Patient_ID,Gender,City,Country,nombre,apellido1,apellido2,Age,altura_cm,peso_kg,dni,nuss
4252,Male,Barcelona,Spain,Joaquin,Ortiz,Marti,35,190.4,83.1,15511072X,081052589910
4253,Female,Barcelona,Spain,Angela,Cruz,Serrano,83,164.8,85.3,96409695C,085406415207
4254,Male,Barcelona,Spain,Pol,Ortiz,Cortes,34,177.3,87.4,27254828N,088783346834
4255,Male,Barcelona,Spain,Alvaro,Nuñez,Mendez,28,180.9,88.8,96625589J,082174822215
4256,Female,Barcelona,Spain,Isabel,Vidal,Cortes,77,160.7,74.9,49016553B,088201169709
4257,Male,Barcelona,Spain,Hugo,Font,Torres,29,168.9,88.4,10254959H,088573890589
4258,Male,Barcelona,Spain,Jose Luis,Marti,Vidal,70,176.5,96.9,82325896H,088493253277
4259,Female,Barcelona,Spain,Sofia,Moreno,Martinez,43,165.5,59.4,91907992S,084774420292
4260,Female,Barcelona,Spain,Natalia,Cabrera,Fernandez,88,168,65.1,53767459Z,089022753645
4261,Female,Barcelona,Spain,Irene,Marti,Cruz,84,162.3,65.9,19813745G,086644706392
4262,Male,Barcelona,Spain,Angel,Ruiz,Soler,84,177.4,85,77163410C,085049124191
4263,Male,Barcelona,Spain,Mario,Flores,Delgado,83,171.4,59.5,44771637K,083062014123
4264,Male,Barcelona,Spain,Juan,Gisbert,Vila,50,165,83.9,24458783P,084935784442
4265,Female,Barcelona,Spain,Carla,Marin,Castro,43,158,58.2,25821107L,088648500666
4266,Female,Barcelona,Spain,Laia,Vila,Serrano,83,163.7,64.5,52178160S,089947649049
4267,Female,Barcelona,Spain,Cristina,Vazquez,Blanco,25,162.5,56.2,19374757V,084730555579
4268,Male,Barcelona,Spain,Pau,Gil,Cruz,25,172.5,84.1,79162492B,082961236981
4269,Male,Barcelona,Spain,Oscar,Dominguez,Castro,71,172.1,85.2,88605403L,085111244106
4270,Female,Barcelona,Spain,Noelia,Garcia,Ortega,37,164.1,54.6,33167219T,081305887727
4271,Female,Barcelona,Spain,Raquel,Riera,Cruz,80,150.7,71.8,19301681N,089482777256
4272,Female,Barcelona,Spain,Marta,Marin,Ortega,43,160.7,81.1,83407421Z,082875620135
4273,Female,Barcelona,Spain,Sara,Mendez,Ramos,66,156,69.5,16184348F,085713246213
4274,Female,Barcelona,Spain,Laia,Puig,Serrano,65,162,76.2,12111169J,082441704072
4275,Male,Barcelona,Spain,Jordi,Suarez,Vila,61,168.9,63.3,79832812L,083741472649
4276,Female,Barcelona,Spain,Alba,Ruiz,Torres,65,158,63.9,46834190A,082448913802
4277,Male,Barcelona,Spain,Javier,Rodriguez,Cabrera,69,174.7,65.8,46821798P,086644076805
4278,Female,Barcelona,Spain,Angela,Vidales,Castro,68,162.1,73.7,80247357N,081690669347
4279,Male,Barcelona,Spain,Hugo,Bernat,Flores,83,183.4,95.3,22678834Y,081147672138
4280,Male,Barcelona,Spain,Eric,Serrano,Castro,27,182.9,107,67057743R,086267517448
4281,Female,Barcelona,Spain,Sara,Fernandez,Puig,34,159.3,72.8,42120576D,087187744627
4282,Male,Barcelona,Spain,Guillermo,Molina,Cruz,31,173.3,70,30400932S,088154376909
4283,Female,Barcelona,Spain,Cristina,Jimenez,Riera,66,153.7,71,81634803Y,089442627037
4284,Male,Barcelona,Spain,Juan,Serra,Nuñez,24,167.8,72.8,47572426P,081898967248
4285,Male,Barcelona,Spain,Angel,Nuñez,Delgado,41,178.8,66,81918051D,083249848256
4286,Female,Barcelona,Spain,Martina,Bernat,Molina,23,169.2,71.9,40095884F,082586400285
4287,Male,Barcelona,Spain,Sergio,Soler,Dominguez,66,185.5,98.8,20331668J,089936643791
4288,Female,Barcelona,Spain,Claudia,Sanz,Vazquez,78,168.4,73.7,21988558Y,084919722959
4289,Female,Barcelona,Spain,Laura,Cano,Pascual,38,167.3,65.9,60621314F,087232391909
4290,Female,Barcelona,Spain,Martina,Pascual,Gisbert,85,158.4,52.4,82445475C,089908953628
4291,Female,Barcelona,Spain,Monica,Vidal,Ferrer,32,169.1,64.3,52086073C,084501342357
4292,Female,Barcelona,Spain,Cristina,Sanz,Castillo,52,161.9,62.7,36064912S,086786725409
4293,Male,Barcelona,Spain,Juan,Santos,Dalmau,43,169.2,58.3,66575839Q,084441128595
4294,Male,Barcelona,Spain,Gonzalo,Gutierrez,Rubio,64,181.2,72.3,22444488F,088295189684
4295,Male,Barcelona,Spain,Fernando,Suarez,Gomez,90,171.5,90.2,73831524Y,085515317511
4296,Male,Barcelona,Spain,Angel,Cruz,Ruiz,52,186,76.6,55547184E,087150948382
4297,Female,Barcelona,Spain,Esther,Suarez,Alonso,50,166.8,58.6,89774097Z,083834095222
4298,Male,Barcelona,Spain,Juan,Gomez,Bernat,75,167.5,67,92201684C,083831177542
4299,Male,Barcelona,Spain,Luis,Vila,Roca,23,165.7,85.8,38781661G,083170331700
4300,Male,Barcelona,Spain,Marc,Santos,Cortes,35,171,81,17788181G,083190987040
4301,Female,Barcelona,Spain,Carla,Vazquez,Roca,21,164.1,55.5,14750612E,082972556275
4302,Male,Barcelona,Spain,Antonio,Gutierrez,Cruz,31,183.8,83.5,34107586N,087146949558
4303,Male,Barcelona,Spain,Ramon,Font,Sanz,44,169.6,84.3,11937999X,089210184018
4304,Male,Barcelona,Spain,Ricardo,Rodriguez,Torres,69,186.6,100.3,51141839M,082900291881
4305,Female,Barcelona,Spain,Valeria,Vidal,Riera,62,164.7,68.3,61872228C,081476123636
4306,Male,Barcelona,Spain,Oscar,Marin,Puig,68,170.5,79.8,49286186S,086907586702
4307,Female,Barcelona,Spain,Helena,Cruz,Iglesias,66,157.8,50.9,32181829E,081910052631
4308,Female,Barcelona,Spain,Ines,Planellas,Ramirez,49,163.3,62.4,36671721S,089271664638
4309,Male,Barcelona,Spain,Francisco,Vidales,Gil,62,156.4,67.3,27898660M,081216167474
4310,Female,Barcelona,Spain,Gemma,Cabrera,Font,88,154,55.6,62868163D,082974223261
4311,Female,Barcelona,Spain,Teresa,Ortega,Ruiz,43,170.6,65.1,85080082T,088523652976
4312,Male,Barcelona,Spain,Joan,Nuñez,Molina,40,179.2,65,64364413V,085280347640
4313,Female,Barcelona,Spain,Ariadna,Iglesias,Vidales,90,165.6,70.1,15925155R,085407823828
4314,Male,Barcelona,Spain,Alvaro,Rubio,Medina,88,179.2,101.8,63252102D,083823255470
4315,Female,Barcelona,Spain,Sofia,Sanz,Morales,75,158.3,70.7,28930162A,082261021364
4316,Male,Barcelona,Spain,Ignacio,Puig,Soler,22,181.3,66.4,27514730Z,089518099808
4317,Male,Barcelona,Spain,Raul,Cano,Torres,90,183,97,75404227S,089569075631
4318,Female,Barcelona,Spain,Esther,Planellas,Vidales,40,165.9,61.8,93475804D,086087756846
4319,Male,Barcelona,Spain,David,Cruz,Bernat,74,162.2,76,23336053T,082401371169
4320,Male,Barcelona,Spain,Oscar,Soler,Morales,34,179.7,75.8,26508434Z,083899040358
4321,Female,Barcelona,Spain,Martina,Gisbert,Bernat,47,164.1,62.1,91751703B,088654102115
4322,Female,Barcelona,Spain,Julia,Alonso,Alonso,64,149.2,49.4,47373560T,083131348208
4323,Female,Barcelona,Spain,Montserrat,Ramos,Sanz,39,168.3,68.8,72849611D,088554417639
4324,Female,Barcelona,Spain,Ana,Mendez,Suarez,28,151.5,70.8,85924292H,089198615049
4325,Male,Barcelona,Spain,Fernando,Pascual,Delgado,56,180.6,95.3,28256854C,087590422545
4326,Male,Barcelona,Spain,Manuel,Fernandez,Santos,73,179.3,77.4,76927885S,089361987402
4327,Male,Barcelona,Spain,Ruben,Gil,Medina,49,180.4,65.5,84851116E,084965104007
4328,Male,Barcelona,Spain,Vicente,Marin,Ortiz,40,173,85.9,64016377V,086305346236
4329,Male,Barcelona,Spain,Roberto,Navarro,Castro,36,178,80.4,53993114Q,088410151761
4330,Female,Barcelona,Spain,Monica,Castro,Sanz,59,162.6,77.8,34234837G,083721351516
4331,Male,Barcelona,Spain,Jose,Martinez,Morales,44,179,88.8,58119011N,082559756308
4332,Female,Barcelona,Spain,Rosa,Font,Iglesias,84,159.4,73.6,66301819H,087884852810
4333,Male,Barcelona,Spain,Ricardo,Rubio,Gisbert,69,169.1,77.2,22054926L,089117613985
4334,Male,Barcelona,Spain,Ignacio,Santos,Torres,79,175,74.3,36264112N,082554071401
4335,Male,Barcelona,Spain,Adrian,Vazquez,Rubio,41,176.3,76.6,69684282D,089454076269
4336,Female,Barcelona,Spain,Sara,Rodriguez,Castillo,55,167.9,80.9,15241324Y,081187451434
4337,Female,Barcelona,Spain,Neus,Ramirez,Castillo,44,158,63.1,57741685R,086500038067
4338,Female,Barcelona,Spain,Patricia,Blanco,Gutierrez,42,163,68,38812253Y,086675467924
4339,Male,Barcelona,Spain,Joan,Mendez,Garcia,53,173.4,84.3,92571349Y,087125109808
4340,Male,Barcelona,Spain,Albert,Martinez,Cruz,70,174.8,85,61577376M,086361432242
4341,Male,Barcelona,Spain,Adrian,Martinez,Gomez,30,183.1,96.7,64524292T,083854270111
4342,Male,Barcelona,Spain,Francisco,Vidal,Vidales,43,171.1,77.5,40220316D,085471307092
4343,Male,Barcelona,Spain,Jose Luis,Navarro,Nuñez,67,174.2,61,62627721D,087613085583
4344,Male,Barcelona,Spain,Pau,Vidales,Vidales,81,169.3,80.1,55025953V,084096886208
4345,Female,Barcelona,Spain,Carmen,Gisbert,Sanchez,44,157.6,63.4,38947991K,085725516208
4346,Male,Barcelona,Spain,Angel,Delgado,Dalmau,52,173.2,80.3,92907220P,089622519092
4347,Male,Barcelona,Spain,Ramon,Jimenez,Flores,65,165.7,69,28375218A,083038879017
4348,Female,Barcelona,Spain,Sara,Vazquez,Ramirez,76,153.3,69.2,36201748R,086120302871
4349,Male,Barcelona,Spain,Alejandro,Garcia,Torres,73,171.7,80.8,21118137C,081507370669
4350,Female,Barcelona,Spain,Berta,Marti,Ortega,24,161.7,58.5,39674743L,085914098352
4351,Female,Barcelona,Spain,Victoria,Ruiz,Mendez,36,163.2,62.7,58685872S,086440532005
4352,Female,Barcelona,Spain,Miriam,Jimenez,Planellas,59,148.9,61.6,56145162T,082322624448
4353,Female,Barcelona,Spain,Marina,Garcia,Rodriguez,52,157.3,57.2,51616049R,085054282470
4354,Female,Barcelona,Spain,Neus,Vidales,Sanchez,59,171.5,71.1,36251115X,089031455151
4355,Female,Barcelona,Spain,Laia,Ramos,Blanco,55,158.4,61,31072416Z,086062418830
4356,Female,Barcelona,Spain,Julia,Vidales,Torres,61,153.8,59.7,72499201G,083420018992
4357,Male,Barcelona,Spain,Hugo,Alonso,Riera,81,180.7,79.4,81381316W,089477524910
4358,Female,Barcelona,Spain,Paula,Medina,Serrano,74,156.6,68.7,54414652X,087681925574
4359,Female,Barcelona,Spain,Ines,Gomez,Bernat,73,160.1,69.1,71871714A,088238315251
4360,Female,Barcelona,Spain,Mireia,Medina,Rubio,66,168.2,72.3,67771016K,086312169578
4361,Male,Barcelona,Spain,Gonzalo,Soler,Prieto,76,168.3,68.3,24145632W,083223451223
4362,Male,Barcelona,Spain,Pedro,Navarro,Bernat,72,173.9,68.4,40326310L,081646483120
4363,Female,Barcelona,Spain,Beatriz,Ortiz,Lopez,64,162.1,60.2,66939756G,083006120295
4364,Female,Barcelona,Spain,Carla,Morales,Flores,64,167.6,62.4,25439455Y,088277074330
4365,Male,Barcelona,Spain,Pol,Gisbert,Ortega,39,187.6,81.8,77907361J,087986992291
4366,Male,Barcelona,Spain,Vicente,Ortega,Ferrer,49,184.8,104.1,92935886Q,084847614674
4367,Male,Barcelona,Spain,Daniel,Rubio,Serra,50,179.5,66,26077550N,087566463646
4368,Male,Barcelona,Spain,Joan,Vazquez,Cruz,56,174.5,69.5,88473022A,085055138191
4369,Female,Barcelona,Spain,Claudia,Cano,Lopez,55,163.3,78,17522348M,083306614575
4370,Male,Barcelona,Spain,Carlos,Rubio,Perez,51,172.9,71.3,37227976S,084759206551
4371,Male,Barcelona,Spain,Javier,Garcia,Dalmau,81,170.1,75,73941997X,082379025504
4372,Female,Barcelona,Spain,Rosa,Delgado,Marti,57,165,68.5,85843256B,085483304982
4373,Male,Barcelona,Spain,Guillermo,Castillo,Ramirez,44,175.2,74.8,45301306T,085764451705
4374,Female,Barcelona,Spain,Helena,Molina,Puig,88,154.5,62.9,77975328S,081306944522
4375,Male,Barcelona,Spain,Javier,Medina,Ruiz,61,166.8,64.7,42061898G,081305553782
4376,Male,Barcelona,Spain,Albert,Cano,Gutierrez,39,167.7,62.1,40544498Y,083564233441
4377,Male,Barcelona,Spain,Ignacio,Vila,Iglesias,21,161.6,76.4,36872668B,087307233368
4378,Male,Barcelona,Spain,Angel,Serrano,Pascual,70,173.5,72.1,61376049C,087995365415
4379,Female,Barcelona,Spain,Valeria,Cruz,Dominguez,48,163.7,67.4,86836161Y,088467580815
4380,Male,Barcelona,Spain,Guillermo,Pascual,Mendez,59,167.6,79.5,19768280X,089482530312
4381,Female,Barcelona,Spain,Ines,Gil,Dalmau,41,172.1,71.7,96183216E,083167886690
4382,Male,Barcelona,Spain,Ivan,Pascual,Sanz,70,170.1,71.5,75802020T,083220791706
4383,Female,Barcelona,Spain,Sonia,Vila,Ramirez,83,162,73.8,59890177V,081901743367
4384,Male,Barcelona,Spain,Carlos,Mendez,Gisbert,48,172.7,77.4,81069766X,086631889561
4385,Male,Barcelona,Spain,Victor,Roca,Ferrer,25,176.2,67.4,86187369K,088786860860
4386,Female,Barcelona,Spain,Valeria,Roca,Perez,39,165.1,65,68890604S,088298871038
4387,Male,Barcelona,Spain,Alvaro,Rubio,Marti,81,187.8,87.6,97500213Q,084210433394
4388,Female,Barcelona,Spain,Marta,Ortega,Medina,38,167.8,89.3,93304108P,086199975237
4389,Male,Barcelona,Spain,Pau,Marti,Vidales,23,165.8,65.3,53098331W,085185431928
4390,Female,Barcelona,Spain,Ana,Ferrer,Moreno,20,157.2,70.3,32296126D,081475375625
4391,Female,Barcelona,Spain,Miriam,Puig,Soler,42,161.9,68.3,39888848V,084134233430
4392,Male,Barcelona,Spain,Jose,Vila,Roca,89,176.7,63.1,24413683B,089679404441
4393,Male,Barcelona,Spain,Angel,Nuñez,Medina,74,172,91.6,42966790F,087837723944
4394,Female,Barcelona,Spain,Patricia,Molina,Navarro,24,160.5,61.3,84877163X,084792828165
4395,Female,Barcelona,Spain,Ines,Rodriguez,Rodriguez,31,152,54.5,18681780F,088213755154
4396,Male,Barcelona,Spain,Guillermo,Soler,Cruz,79,177.8,73.6,10533779D,082830837962
4397,Female,Barcelona,Spain,Carla,Ramirez,Morales,75,153.3,65.2,94991006V,082024464939
4398,Female,Barcelona,Spain,Teresa,Dominguez,Ruiz,72,162,76.1,65826457C,087998749196
4399,Female,Barcelona,Spain,Helena,Vidal,Ortega,52,165.4,70.5,64782672K,082496147142
4400,Female,Barcelona,Spain,Marta,Morales,Font,75,170.6,72.7,52228870X,083478105323
4401,Female,Barcelona,Spain,Nuria,Cortes,Cabrera,19,162.7,62.5,98790915G,084623600652
4402,Male,Barcelona,Spain,Ignacio,Garcia,Fernandez,72,184.5,84.5,66297791S,083540634856
4403,Female,Barcelona,Spain,Claudia,Rodriguez,Castro,67,173.1,73.2,48748181A,081326072518
4404,Female,Barcelona,Spain,Dolores,Cano,Castro,32,167.6,74.3,24207341W,082928334985
4405,Female,Barcelona,Spain,Irene,Font,Pascual,27,160.9,72.7,72342436F,089811244114
4406,Male,Barcelona,Spain,Daniel,Ortiz,Sanchez,71,167.6,71.2,70633371A,085813584932
4407,Female,Barcelona,Spain,Sonia,Martinez,Ortega,35,163.5,69.4,62370814N,081471252115
4408,Female,Barcelona,Spain,Sara,Mendez,Ruiz,79,156,58.3,88854466S,084440486173
4409,Female,Barcelona,Spain,Miriam,Gutierrez,Nuñez,28,165,68.2,40610305X,081187254505
4410,Male,Barcelona,Spain,Pedro,Gomez,Dominguez,46,186.9,93.5,58673003A,081540111102
4411,Male,Barcelona,Spain,Joan,Vazquez,Puig,76,177.8,77.7,50800608W,085240007360
4412,Male,Barcelona,Spain,Oriol,Serra,Lopez,88,178.9,97.1,28160235R,086006640695
4413,Female,Barcelona,Spain,Gemma,Vidal,Serrano,76,154.2,50.4,14698011E,089058465005
4414,Female,Barcelona,Spain,Neus,Planellas,Cortes,63,153.2,72,18467087L,088725266668
4415,Female,Barcelona,Spain,Berta,Cruz,Cano,27,166,77.3,25495390M,086508764532
4416,Male,Barcelona,Spain,Marcos,Bernat,Serra,75,173.2,77.3,35589402F,085845937462
4417,Female,Barcelona,Spain,Alba,Jimenez,Fernandez,89,160.7,53,39302012A,087917874034
4418,Female,Barcelona,Spain,Helena,Ramos,Rubio,66,165.8,64.6,93840815X,082861432368
4419,Male,Barcelona,Spain,Xavier,Serra,Cortes,33,188.7,102.4,66496684G,089408271556
4420,Female,Barcelona,Spain,Isabel,Santos,Gomez,60,163.5,75.9,31380506L,086210413245
4421,Male,Barcelona,Spain,Pau,Serrano,Castillo,79,170.4,82.1,57551652V,084863544502
4422,Male,Barcelona,Spain,Juan Carlos,Garcia,Ruiz,32,177.5,96.6,63726697E,084120090830
4423,Female,Barcelona,Spain,Teresa,Alonso,Puig,29,160.5,69.9,48370860C,086375762677
4424,Male,Barcelona,Spain,Adrian,Ramirez,Torres,65,161.2,61.3,10093673P,088980729407
4425,Female,Barcelona,Spain,Silvia,Molina,Cortes,77,164.7,57.9,92561579B,088176126935
4426,Female,Barcelona,Spain,Sofia,Morales,Garcia,66,153.5,66.5,18983524Z,084011453557
4427,Female,Barcelona,Spain,Miriam,Santos,Ramirez,90,162.4,66.4,95412581W,085753024394
4428,Female,Barcelona,Spain,Daniela,Delgado,Cruz,46,163.7,83.1,63284978H,083704602242
4429,Female,Barcelona,Spain,Patricia,Ortiz,Vazquez,58,163.6,73.2,27563518L,084275545454
4430,Female,Barcelona,Spain,Laura,Pascual,Marti,21,162.7,71.8,21321094W,085628143766
4431,Male,Barcelona,Spain,Miguel,Marin,Marin,64,177.3,91.5,20488866Y,082725491417
4432,Male,Barcelona,Spain,Ruben,Castillo,Mendez,25,171.8,62.3,41495096Z,085323669759
4433,Female,Barcelona,Spain,Carmen,Gil,Jimenez,43,171.6,76.8,31902890G,082232480025
4434,Female,Barcelona,Spain,Montserrat,Marti,Dominguez,69,166.9,69.3,99516944S,088536924293
4435,Male,Barcelona,Spain,Jose Antonio,Vidal,Gil,41,171.3,84.7,99106702R,086908213158
4436,Male,Barcelona,Spain,Miguel,Morales,Font,44,165.3,74.6,60447241K,089708446948
4437,Male,Barcelona,Spain,Ramon,Ortiz,Alonso,22,165,61,54164412X,084349341539
4438,Male,Barcelona,Spain,Hugo,Medina,Castillo,44,187.9,93.3,38802137X,086602449657
4439,Female,Barcelona,Spain,Dolores,Blanco,Marti,42,169,83.2,93433144Z,081547674674
4440,Male,Barcelona,Spain,Joan,Vazquez,Moreno,84,174.8,78.2,33410718K,084696209091
4441,Female,Barcelona,Spain,Daniela,Riera,Ramos,66,172.1,65.4,84700228Z,085808210930
4442,Male,Barcelona,Spain,Marcos,Gisbert,Vazquez,66,160.5,54.1,11262334Q,084736341934
4443,Female,Barcelona,Spain,Martina,Gutierrez,Garcia,49,167.6,62.3,60212069R,084512602845
4444,Male,Barcelona,Spain,Alejandro,Delgado,Puig,44,162.2,79.5,11842491K,083709223179
4445,Male,Barcelona,Spain,Jose Antonio,Puig,Molina,40,174.3,66.9,84756601Z,081646652363
4446,Male,Barcelona,Spain,Mario,Gomez,Cabrera,31,176.6,79.8,94956897V,088370579502
4447,Female,Barcelona,Spain,Miriam,Molina,Nuñez,21,153.4,52.7,41418922Q,089382483603
4448,Female,Barcelona,Spain,Aina,Roca,Marin,69,167.2,70.3,48353945X,081229701402
4449,Male,Barcelona,Spain,Jose,Alonso,Puig,63,169.1,71,44921377P,085470898480
4450,Male,Barcelona,Spain,Pol,Torres,Pascual,44,179,71.6,57119756S,088606208464
4451,Female,Barcelona,Spain,Dolores,Gomez,Vila,61,166.1,63.4,20613965P,082582666900
4452,Male,Barcelona,Spain,Victor,Serra,Suarez,20,165,85.8,63671763N,089565669012
4453,Male,Barcelona,Spain,Luis,Dalmau,Gil,83,160.9,61.9,68047175L,082559904232
4454,Female,Barcelona,Spain,Beatriz,Navarro,Cano,58,157.4,62.6,47975924V,084720019965
4455,Female,Barcelona,Spain,Teresa,Sanchez,Lopez,48,163.1,84.7,90606887C,084604908045
4456,Female,Barcelona,Spain,Aina,Nuñez,Dominguez,22,161.4,69.5,88784929F,082414098680
4457,Female,Barcelona,Spain,Marta,Cortes,Prieto,46,154.7,53.6,77178163F,085292464758
4458,Male,Barcelona,Spain,Jose Antonio,Rubio,Perez,51,184.8,100.3,48708664T,084615597041
4459,Female,Barcelona,Spain,Patricia,Iglesias,Flores,85,160.3,71.7,77411996E,084280661802
4460,Male,Barcelona,Spain,Xavier,Sanchez,Iglesias,51,173.4,87.7,83716535P,089946614886
4461,Male,Barcelona,Spain,Adrian,Vazquez,Vila,58,185,70.9,25743786R,084134061153
4462,Female,Barcelona,Spain,Valeria,Navarro,Gutierrez,83,160.6,77.9,32186371X,089304894010
4463,Female,Barcelona,Spain,Marta,Suarez,Sanz,67,162.8,80.2,16539863B,084122655468
4464,Female,Barcelona,Spain,Carmen,Morales,Jimenez,74,169.3,69,94894827R,087210990069
4465,Female,Barcelona,Spain,Marta,Bernat,Roca,78,164.4,65.1,95793737W,086172787753
4466,Female,Barcelona,Spain,Montserrat,Marti,Vila,56,165,78.3,22611614S,083775592704
4467,Male,Barcelona,Spain,Xavier,Ferrer,Puig,89,169.1,69.6,85998815K,088770197371
4468,Male,Barcelona,Spain,Roberto,Prieto,Ortega,68,182.1,93.5,53533979F,089316556945
4469,Female,Barcelona,Spain,Monica,Vila,Vila,72,178.3,67.2,21596548P,088243214357
4470,Female,Barcelona,Spain,Angela,Morales,Cruz,74,148.1,58.4,22424491C,088500808466
4471,Male,Barcelona,Spain,Jose Antonio,Santos,Soler,34,174.1,79.2,40283207H,084241621322
4472,Male,Barcelona,Spain,Hugo,Cruz,Soler,36,182.9,78.9,26453467V,088254275993
4473,Male,Barcelona,Spain,Ivan,Flores,Jimenez,74,173,69.5,70270604S,089835902120
4474,Female,Barcelona,Spain,Noelia,Riera,Santos,47,160.8,66.6,56376687F,088192609457
4475,Male,Barcelona,Spain,Jose,Marin,Fernandez,54,169.2,82.8,42121308M,081991871929
4476,Female,Barcelona,Spain,Monica,Ferrer,Gomez,21,167.4,67.9,99371016E,088428765556
4477,Male,Barcelona,Spain,Oriol,Ferrer,Bernat,54,180.6,74.1,51697642J,087973250930
4478,Male,Barcelona,Spain,Adrian,Cabrera,Navarro,86,182,73.3,54193970J,084102152395
4479,Male,Barcelona,Spain,Bernat,Gomez,Serrano,21,179.8,84.5,66410199E,086863917100
4480,Male,Barcelona,Spain,Daniel,Dominguez,Lopez,19,176.8,84.2,33802845K,083851842784
4481,Male,Barcelona,Spain,Pablo,Font,Ortega,46,167,73,79877118G,085878563212
4482,Male,Barcelona,Spain,Albert,Vazquez,Serra,69,157.4,67.7,23025879G,081333843228
4483,Male,Barcelona,Spain,Jose Antonio,Delgado,Bernat,31,170.2,77.2,92494286Q,086986291286
4484,Female,Barcelona,Spain,Valeria,Iglesias,Cruz,48,168.1,71.3,77394286E,085443119502
4485,Female,Barcelona,Spain,Isabel,Marti,Sanz,89,164.5,55.7,50370491P,082489968949
4486,Male,Barcelona,Spain,Javier,Fernandez,Ramos,53,167.6,57.6,24534539W,085867187536
4487,Male,Barcelona,Spain,Albert,Moreno,Roca,71,174.9,73.4,55381784S,089769184207
4488,Female,Barcelona,Spain,Meritxell,Vazquez,Dalmau,28,156,67.6,14378557S,084045566538
4489,Female,Barcelona,Spain,Rosa,Medina,Vidales,37,146.3,52.2,19377995N,086935392659
4490,Female,Barcelona,Spain,Gemma,Alonso,Medina,85,155.3,59.8,92764067F,088139921279
4491,Male,Barcelona,Spain,Jose Antonio,Marin,Ruiz,44,170.3,68.5,78435603Z,081035157693
4492,Female,Barcelona,Spain,Isabel,Navarro,Gisbert,49,167.4,76.5,37585002N,089578992465
4493,Male,Barcelona,Spain,Javier,Ruiz,Molina,61,173.9,67.7,82056471S,087080322581
4494,Male,Barcelona,Spain,Marc,Santos,Fernandez,56,183.4,84.6,12335658E,088217869974
4495,Male,Barcelona,Spain,Oriol,Sanz,Fernandez,26,173.3,91.5,33222758V,086192898176
4496,Male,Barcelona,Spain,Ricardo,Font,Gomez,40,179.8,76.5,19648448P,081681920149
4497,Female,Barcelona,Spain,Martina,Pascual,Pascual,39,151,68.8,93864730M,084551742143
4498,Female,Barcelona,Spain,Monica,Marti,Delgado,59,166.6,65.6,21404032W,088175318401
4499,Male,Barcelona,Spain,Alvaro,Cano,Blanco,62,184.5,71.6,51608934Q,081933153179
4500,Male,Barcelona,Spain,Juan Carlos,Ferrer,Santos,20,163.9,72.3,35878710K,084288310250
4501,Male,Barcelona,Spain,Oscar,Vidal,Vazquez,87,176.6,91.7,63710605F,083554286190
4502,Female,Barcelona,Spain,Julia,Serrano,Ortiz,83,164.4,83.5,66900388N,085724448703
4503,Female,Barcelona,Spain,Elena,Ferrer,Rodriguez,90,165.2,77.3,58302637Y,082299944333
4504,Male,Barcelona,Spain,Ivan,Alonso,Mendez,30,169.3,80.8,30698050L,085594737471
4505,Male,Barcelona,Spain,Guillermo,Castillo,Flores,37,172.4,63.6,65124011V,083829500755
4506,Male,Barcelona,Spain,Antonio,Gutierrez,Vazquez,34,181.9,102.7,35731908M,087718354633
4507,Female,Barcelona,Spain,Sara,Flores,Dominguez,84,144.6,53.6,32353449Q,088940713570
4508,Male,Barcelona,Spain,Marc,Prieto,Font,44,162.6,66,70565427R,082979332737
4509,Female,Barcelona,Spain,Angela,Sanchez,Jimenez,44,157.8,54.9,62227944H,081246428343
4510,Female,Barcelona,Spain,Neus,Cabrera,Castro,78,157.4,74.7,88552900W,089284179052
4511,Female,Barcelona,Spain,Valeria,Cabrera,Ortiz,64,161,80.6,97758714C,083917395586
4512,Male,Barcelona,Spain,Marc,Pascual,Nuñez,70,174.4,88.5,28293032L,081730549885
4513,Male,Barcelona,Spain,Francisco,Delgado,Dominguez,27,164,58.3,82402829Q,086383846114
4514,Male,Barcelona,Spain,Javier,Font,Ferrer,32,184.2,101.8,47898976G,089705332036
4515,Female,Barcelona,Spain,Sofia,Fernandez,Serrano,27,157.8,68.4,82956607T,085570975909
4516,Female,Barcelona,Spain,Rosa,Gil,Roca,20,161.8,76.7,46957826Z,082163536061
4517,Female,Barcelona,Spain,Meritxell,Dominguez,Castro,37,158.3,62.1,30949768W,089458650629
4518,Female,Barcelona,Spain,Gemma,Dominguez,Suarez,19,161.7,58.5,16253017K,086079043014
4519,Male,Barcelona,Spain,Joaquin,Puig,Castro,49,180.7,77.2,80849728J,085917193662
4520,Female,Barcelona,Spain,Lorena,Morales,Iglesias,41,173.4,63,48718169Y,083078157549
4521,Male,Barcelona,Spain,Jorge,Delgado,Gil,58,175,70.4,18642092V,082232762941
4522,Female,Barcelona,Spain,Alba,Roca,Planellas,51,159.5,62.8,96007122Q,088559279965
4523,Male,Barcelona,Spain,Jose,Pascual,Vazquez,22,185.6,106.3,32395227A,083110198467
4524,Female,Barcelona,Spain,Ines,Gil,Cortes,84,158.3,63.1,95407336R,086797904859
4525,Female,Barcelona,Spain,Maria,Ruiz,Cabrera,38,155,68.1,71669978T,081546147936
4526,Female,Barcelona,Spain,Marta,Rodriguez,Ferrer,88,165,81.6,77491620C,083850607450
4527,Female,Barcelona,Spain,Irene,Santos,Martinez,62,163.5,78.9,22951661F,086208921667
4528,Male,Barcelona,Spain,Ricardo,Gomez,Navarro,66,174.7,67.1,57239857X,086160477746
