"Patient_ID","Age","Gender","Year","Genetic_Risk","Air_Pollution","Alcohol_Use","Smoking","Obesity_Level","Cancer_Type","Cancer_Stage","Treatment_Cost_USD","Survival_Years","Target_Severity_Score","Gender_n","Stage_n","City","Country","diagnostico","Dieta_rica_en_grasas_animales","Sedentarismo","Diabetes_tipo_2","Antecedentes_Familiares","Componente_Hereditario","Sindromes_Predisponentes","Enfermedad_Inflamatoria_Intestinal","FOBT_Resultado_n","FOBT_Resultado..Sangre.en.heces.","CEA_Level_ng_mL..Marcador.Tumoral.","nombre","apellido1","apellido2","altura_cm","peso_kg","dni","nuss"
"PT0040738",46,"Male",2023,6.9,4.8,1.9,9.1,1.2,"Colon","Stage III",57689.61,7.8,5.17,0,3,"Barcelona","Spain",1,0,1,1,1,0,0,0,1,"Positive",10.92,"David","Gomez","Perez",196.6,85.9,"85649082A","089310882849"
"PT0040741",45,"Male",2021,3.7,5.6,4.3,8.9,6.2,"Colon","Stage IV",10885.92,6.5,6.41,0,4,"Barcelona","Spain",1,1,1,1,1,0,0,0,1,"Positive",11.32,"Luis","Martinez","Gomez",176,89.1,"15565679S","089462079375"
"PT0040744",33,"Female",2023,3.8,1,2.5,7.5,2,"Colon","Stage IV",56196.59,7.9,3.86,1,4,"Barcelona","Spain",0,0,1,0,0,0,0,0,0,"Negative",2.89,"Maria","Perez","Sanchez",167.6,68.3,"88426123R","087907618609"
"PT0040746",45,"Male",2018,1,8.7,5.9,6.5,2.8,"Colon","Stage IV",64199.1,8.8,4.69,0,4,"Barcelona","Spain",1,0,1,0,0,0,0,1,1,"Positive",9.95,"Luis","Gomez","Martinez",201.9,113,"82287736S","089932160371"
"PT0040748",62,"Other",2022,1,5.3,0.2,6.6,4.1,"Colon","Stage IV",68759.92,10,3.38,2,4,"Barcelona","Spain",0,1,1,0,0,0,0,0,0,"Negative",1.65,"Lucia","Gomez","Gomez",160.7,50.1,"65782357B","081381413846"
"PT0040759",45,"Male",2018,1.9,2.2,7,1.2,3.3,"Colon","Stage II",33749.54,4.1,3.66,0,2,"Barcelona","Spain",0,0,0,0,0,0,0,0,0,"Negative",2.68,"Luis","Lopez","Sanchez",196.1,65.8,"50833834Q","084993733858"
"PT0040784",26,"Female",2021,2.7,7.7,5.2,2.1,1.2,"Colon","Stage II",48489.54,0.1,4.05,1,2,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",5.64,"Maria","Perez","Garcia",138.8,74.9,"51544585K","087352259253"
"PT0040788",82,"Female",2020,8.1,6.5,0.5,10,1.1,"Colon","Stage 0",43714.31,1,5.91,1,0,"Barcelona","Spain",1,0,1,0,0,0,0,0,0,"Negative",8.42,"Elena","Garcia","Sanchez",176.1,44.4,"59490263G","087713347211"
"PT0040800",20,"Female",2023,1.9,2.1,8.7,6.1,2.2,"Colon","Stage III",85460.93,4.9,3.73,1,3,"Barcelona","Spain",0,1,1,0,0,0,0,0,0,"Negative",3.52,"Ana","Garcia","Martinez",152.9,55.3,"25655633F","086895697027"
"PT0040803",88,"Male",2015,3.1,6.3,0.3,9.6,4.9,"Colon","Stage I",49635.06,8.7,5.03,0,1,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",6.57,"Javier","Gomez","Garcia",179.1,42.1,"99638191Y","082049546513"
"PT0040808",29,"Other",2022,0.1,2.1,8.2,7.2,2.5,"Colon","Stage II",58418.96,0.6,4.09,2,2,"Barcelona","Spain",1,1,1,0,1,0,0,0,1,"Positive",6.72,"Carmen","Martinez","Garcia",162.4,79.9,"23397318Q","082278488337"
"PT0040820",47,"Female",2024,0.1,6.3,0.6,5,2,"Colon","Stage I",10665,7.4,4.04,1,1,"Barcelona","Spain",1,0,0,1,0,1,0,0,1,"Positive",11.5,"Ana","Sanchez","Gomez",169.6,81.9,"76991859A","081056472637"
"PT0040831",68,"Male",2020,9.3,9.9,6.6,5,8,"Colon","Stage IV",51588.29,2.5,7.1,0,4,"Barcelona","Spain",1,0,1,0,1,1,0,0,1,"Positive",2.17,"Luis","Lopez","Lopez",148.2,92.8,"20995234Y","086631485902"
"PT0040832",74,"Female",2023,5.8,2.4,2.2,6.3,8.8,"Colon","Stage I",39652.55,3.4,5.2,1,1,"Barcelona","Spain",1,0,1,0,1,0,0,0,1,"Positive",2.55,"Laura","Martinez","Sanchez",165.2,70.9,"81999442A","087761514377"
"PT0040839",89,"Other",2020,6.6,3.6,3.5,9.2,4.4,"Colon","Stage III",74733.22,9.7,5.17,2,3,"Barcelona","Spain",1,0,0,0,0,0,0,0,1,"Positive",3.48,"Laura","Perez","Perez",150.8,43.6,"53457464J","082528969720"
"PT0040843",79,"Male",2024,7,8.4,9.1,5.7,5,"Colon","Stage 0",31044.97,5.1,7.04,0,0,"Barcelona","Spain",1,0,1,1,0,0,0,0,1,"Positive",7.92,"Luis","Sanchez","Perez",157.7,78.1,"44759485J","082857950270"
"PT0040853",44,"Female",2024,8.6,8.2,3.6,8.6,9.5,"Colon","Stage I",57094.34,9.9,7.02,1,1,"Barcelona","Spain",1,0,1,0,0,1,0,0,1,"Positive",2.43,"Maria","Lopez","Gomez",203.7,61.9,"10118886J","086713068255"
"PT0040859",30,"Male",2015,7.7,6.1,1.3,1.7,1.6,"Colon","Stage 0",39440.86,4.8,4.36,0,0,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",6.36,"Carlos","Sanchez","Perez",214.2,75,"37699670W","088751458486"
"PT0040875",77,"Female",2023,6.9,5.1,7.4,2,0.2,"Colon","Stage I",94218.3,9.8,3.79,1,1,"Barcelona","Spain",0,1,0,0,1,0,0,0,1,"Positive",3.68,"Elena","Martinez","Lopez",183.5,53.3,"85716036G","089001954320"
"PT0040876",43,"Male",2017,5.1,3.9,2.8,3.9,3.8,"Colon","Stage III",48246.1,7.3,4.22,0,3,"Barcelona","Spain",1,1,1,0,1,0,1,0,1,"Positive",9.38,"Pedro","Sanchez","Sanchez",200.2,55.4,"77672650V","089430960967"
"PT0040880",64,"Male",2016,3.7,0.8,1.6,4.3,1.8,"Colon","Stage III",47049.58,5.4,3.2,0,3,"Barcelona","Spain",0,0,1,0,0,0,0,0,0,"Negative",1.97,"Javier","Gomez","Martinez",168.3,104.2,"63625197K","083069082591"
"PT0040912",60,"Female",2020,1,9.1,4.8,4.3,9.9,"Colon","Stage I",41098.75,1.6,5.31,1,1,"Barcelona","Spain",1,1,0,0,0,0,0,0,0,"Negative",9.79,"Ana","Gomez","Martinez",164.3,72.1,"43425425E","085340361540"
"PT0040915",64,"Male",2019,5,1.5,8.2,5.8,1.5,"Colon","Stage I",24543.86,7,5.27,0,1,"Barcelona","Spain",1,0,1,0,1,0,0,0,0,"Negative",13.61,"Carlos","Martinez","Martinez",159.9,42.7,"27550170B","089879339831"
"PT0040918",77,"Other",2021,4.7,5.3,6.4,3.1,8,"Colon","Stage 0",78699.1,1.7,4.54,2,0,"Barcelona","Spain",1,1,0,0,0,0,0,0,0,"Negative",8.6,"Carmen","Sanchez","Perez",171.1,57.8,"14023651E","084094820411"
"PT0040920",86,"Male",2017,3.7,9.2,1.7,5.5,4.8,"Colon","Stage IV",87745.2,8.6,4.2,0,4,"Barcelona","Spain",1,0,0,1,0,0,0,0,0,"Negative",6.11,"Luis","Lopez","Martinez",155.9,49.5,"41877126Z","088136904276"
"PT0040937",55,"Male",2015,0.1,7.2,7.8,1.8,3.9,"Colon","Stage III",65257.47,5.7,3.71,0,3,"Barcelona","Spain",0,0,0,0,0,0,0,0,0,"Negative",2.45,"Juan","Perez","Gomez",162.7,93.8,"97710674G","089195913500"
"PT0040939",65,"Female",2024,1.9,9.3,7,9.8,1.1,"Colon","Stage III",21129.22,5.6,6.47,1,3,"Barcelona","Spain",1,1,1,1,0,1,0,0,0,"Negative",2.55,"Maria","Perez","Sanchez",155.8,83.2,"70040559Q","084653382076"
"PT0040940",51,"Female",2019,9.1,8.8,1.9,2.2,2.4,"Colon","Stage IV",91046.81,0.6,4.28,1,4,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",4.18,"Elena","Gomez","Perez",155.3,79,"28653786H","082274515882"
"PT0040945",71,"Male",2018,1.8,9.8,8.3,2.1,7.7,"Colon","Stage I",17837.27,2.6,5.91,0,1,"Barcelona","Spain",1,1,1,0,0,1,0,0,1,"Positive",5.87,"Luis","Perez","Perez",174.4,91.3,"13997794V","082655172780"
"PT0040946",32,"Other",2023,3.5,4.5,4.3,6.2,1.6,"Colon","Stage IV",65063.35,0.8,4.12,2,4,"Barcelona","Spain",1,1,1,1,0,0,0,0,1,"Positive",5.87,"Carmen","Sanchez","Lopez",159.3,56.1,"26893196D","086048309875"
"PT0040954",43,"Other",2023,9,2.2,8.6,6.4,10,"Colon","Stage III",25092.79,6.8,7.2,2,3,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",7.16,"Elena","Perez","Perez",181.4,91.9,"76838674K","084634039973"
"PT0040990",61,"Other",2016,0.5,2.9,3.1,1.9,6,"Colon","Stage I",45506.69,9.9,3.07,2,1,"Barcelona","Spain",0,0,1,0,0,1,0,0,0,"Negative",4.46,"Laura","Lopez","Gomez",209.2,24.5,"39748293S","089922696205"
"PT0040996",78,"Male",2017,1.7,6.1,7.7,9.6,9.4,"Colon","Stage I",62878.88,9.1,6.01,0,1,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",11.44,"Juan","Martinez","Lopez",165,78.6,"32912103T","083387501259"
"PT0040998",54,"Other",2019,5.1,4.4,1.7,0.9,5.7,"Colon","Stage I",26428.32,2.7,4.16,2,1,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",9.46,"Lucia","Lopez","Gomez",134.4,78.1,"46632479W","082312554535"
"PT0041002",25,"Other",2017,0.1,4,1.2,1.1,0.4,"Colon","Stage I",90397.51,8.2,1.25,2,1,"Barcelona","Spain",0,0,0,0,1,0,0,0,0,"Negative",2.85,"Maria","Lopez","Martinez",181.2,58.7,"92208647Z","081158474504"
"PT0041019",68,"Other",2023,9,5.4,8.3,3.5,8.3,"Colon","Stage III",18191.78,8.4,7.02,2,3,"Barcelona","Spain",1,1,1,0,0,0,0,0,1,"Positive",8.53,"Maria","Lopez","Garcia",150.1,70.3,"36187948R","085879686287"
"PT0041021",47,"Male",2024,2.5,0.9,7.8,9.8,6.8,"Colon","Stage I",77603.61,6.3,4.89,0,1,"Barcelona","Spain",1,0,0,0,0,0,0,0,1,"Positive",6.82,"Javier","Martinez","Garcia",163.8,109,"34363397V","089247497490"
"PT0041023",41,"Female",2023,0.5,4.2,8.2,5.4,7.4,"Colon","Stage III",46038.52,3.9,4.86,1,3,"Barcelona","Spain",1,1,1,1,0,0,0,0,1,"Positive",2.67,"Maria","Sanchez","Lopez",181.4,73.1,"25964389B","081026747995"
"PT0041029",58,"Male",2020,2.8,9.4,1.6,3.1,8.9,"Colon","Stage II",6187.1,1.9,5.6,0,2,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",6.32,"Carlos","Perez","Perez",181.4,87.2,"91807787K","087941883756"
"PT0041030",56,"Female",2024,4.6,0.7,1,3.7,3.2,"Colon","Stage 0",82782.56,2.5,2.58,1,0,"Barcelona","Spain",0,0,0,0,0,0,0,0,0,"Negative",2.81,"Elena","Martinez","Perez",181,70.9,"53540294C","083737583353"
"PT0041033",25,"Female",2019,2,4.3,8.8,5.2,4.4,"Colon","Stage 0",52245.83,5.6,4.8,1,0,"Barcelona","Spain",1,1,1,0,0,1,0,0,1,"Positive",6.44,"Maria","Lopez","Martinez",172.3,96.1,"36650223E","088259378803"
"PT0041035",71,"Male",2015,4.8,2.9,4.4,2.1,3.6,"Colon","Stage III",78042.92,5.4,3.27,0,3,"Barcelona","Spain",0,0,1,0,0,0,0,0,0,"Negative",4.34,"Javier","Gomez","Garcia",182.4,58.1,"23675436H","085171938925"
"PT0041036",49,"Female",2017,8.9,5.7,0.3,5.4,7.8,"Colon","Stage I",21515.06,7.3,6.11,1,1,"Barcelona","Spain",1,0,0,0,0,0,0,0,1,"Positive",4.44,"Ana","Perez","Lopez",136.3,71.9,"91407696S","084932815737"
"PT0041037",32,"Other",2020,5.8,0.8,6,5.5,5.8,"Colon","Stage II",22250.44,0.6,5.41,2,2,"Barcelona","Spain",1,0,0,0,0,0,0,0,1,"Positive",9.35,"Ana","Perez","Lopez",179.9,45.7,"49393936X","087545100307"
"PT0041043",50,"Other",2024,1.8,4.7,2.4,4.9,2,"Colon","Stage I",57295.66,2.5,3.46,2,1,"Barcelona","Spain",0,0,1,0,0,0,0,0,0,"Negative",4.25,"Carmen","Lopez","Garcia",153.6,38.2,"46618018P","085295323935"
"PT0041044",78,"Other",2020,4.6,9.1,5.1,1.6,9.1,"Colon","Stage III",44823.28,7.3,5.38,2,3,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",16.12,"Maria","Garcia","Martinez",155.8,35,"18265107W","084320450390"
"PT0041046",89,"Male",2020,8.3,5,4.4,1,5.2,"Colon","Stage III",5128.91,2.6,5.69,0,3,"Barcelona","Spain",1,0,0,0,1,0,0,0,1,"Positive",11.14,"Carlos","Gomez","Garcia",187.4,62.7,"50892911Y","088157805251"
"PT0041050",80,"Other",2023,4.2,8,1.2,5.8,3.2,"Colon","Stage III",79554.8,3.6,4.11,2,3,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",13.15,"Elena","Garcia","Martinez",162.1,64.6,"14887940V","087813392607"
"PT0041053",26,"Male",2020,2.4,1.7,10,3.8,7.7,"Colon","Stage IV",50257.6,6.2,4.76,0,4,"Barcelona","Spain",1,1,1,0,0,0,0,0,1,"Positive",7.84,"Juan","Garcia","Garcia",211.1,61.7,"55258438H","086978931919"
"PT0041066",20,"Male",2018,5.7,9.6,0.9,6.1,8.2,"Colon","Stage 0",67036.23,3.7,5.41,0,0,"Barcelona","Spain",1,0,1,1,0,0,0,0,1,"Positive",3.78,"Luis","Sanchez","Garcia",179.5,114.7,"12136357Q","083164918995"
"PT0041067",68,"Other",2020,9.3,10,9.3,2.1,6.9,"Colon","Stage IV",33104.89,5,7.2,2,4,"Barcelona","Spain",1,1,1,1,1,0,0,0,1,"Positive",3.68,"Lucia","Lopez","Lopez",156.4,66.5,"33221332V","088438747462"
"PT0041068",36,"Female",2019,4.4,2.5,4.6,5.7,0.4,"Colon","Stage II",19381.78,2.7,4.74,1,2,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",7.55,"Lucia","Garcia","Gomez",169,72.6,"97037474Z","083332193374"
"PT0041073",57,"Female",2016,7.3,6.6,5.6,1.2,5,"Colon","Stage II",39839.21,8.2,5.23,1,2,"Barcelona","Spain",1,1,1,0,0,0,0,0,1,"Positive",7.89,"Carmen","Sanchez","Garcia",140.1,105.2,"29443606H","081598811155"
"PT0041080",76,"Female",2023,7.7,8.6,1.3,7.3,1.6,"Colon","Stage IV",78724.06,9.8,5.07,1,4,"Barcelona","Spain",1,1,1,1,0,0,1,0,1,"Positive",12.3,"Lucia","Martinez","Lopez",174.6,70.6,"56602732P","085780838843"
"PT0041084",66,"Female",2024,7.1,9.7,6.4,9.5,0.4,"Colon","Stage I",96454.29,6.5,5.85,1,1,"Barcelona","Spain",1,1,1,0,0,0,0,0,1,"Positive",6.49,"Lucia","Gomez","Sanchez",165,52.5,"33307618F","088825979041"
"PT0041090",84,"Female",2018,1,4.6,0.7,3.9,2.9,"Colon","Stage I",76666.49,4.9,2.53,1,1,"Barcelona","Spain",0,1,1,0,0,0,0,0,0,"Negative",2.57,"Carmen","Gomez","Martinez",161.7,60.6,"42165259A","089775126162"
"PT0041099",47,"Male",2018,5.9,6.7,8.2,7.1,7.2,"Colon","Stage II",40178.4,1.8,6.75,0,2,"Barcelona","Spain",1,1,1,0,1,0,0,0,1,"Positive",8.66,"Carlos","Gomez","Martinez",182.7,63.2,"92284342Q","082847587135"
"PT0041100",41,"Other",2021,7.6,9.7,4.8,3.6,10,"Colon","Stage 0",42257.73,9.6,6.57,2,0,"Barcelona","Spain",1,0,0,0,0,0,1,0,0,"Negative",3.06,"Elena","Lopez","Perez",159.6,88.8,"55764594J","088525203158"
"PT0041102",49,"Other",2019,7.4,5.5,5.6,8.9,5.5,"Colon","Stage III",7775.8,10,7.32,2,3,"Barcelona","Spain",1,1,1,0,0,1,0,0,0,"Negative",10.13,"Lucia","Martinez","Garcia",192.1,72.1,"29409428H","089653397125"
"PT0041109",35,"Male",2020,6.9,5.4,9.2,0,9.5,"Colon","Stage III",50916.46,2.5,5.5,0,3,"Barcelona","Spain",1,1,1,0,0,0,0,0,0,"Negative",4.86,"Pedro","Perez","Garcia",181.7,93.6,"38724028D","081230282893"
"PT0041111",67,"Other",2018,6.3,0.9,0.5,2,1,"Colon","Stage III",21438.51,7.8,3.54,2,3,"Barcelona","Spain",0,0,1,0,0,0,0,0,0,"Negative",2.92,"Laura","Sanchez","Sanchez",116.1,57.2,"52846175H","089274179665"
"PT0041124",30,"Other",2020,8.2,4.7,3,2.2,9.3,"Colon","Stage II",89891.86,5.8,4.37,2,2,"Barcelona","Spain",1,1,1,0,0,0,0,0,1,"Positive",8.48,"Ana","Gomez","Gomez",164.9,67.9,"34514733J","085490737408"
"PT0041137",69,"Other",2017,3.9,3.8,1.3,7.5,8.1,"Colon","Stage 0",53210.16,8.5,4.79,2,0,"Barcelona","Spain",1,0,1,0,0,1,0,0,0,"Negative",5.74,"Carmen","Perez","Perez",182.9,45.7,"37626489F","082709897756"
"PT0041163",29,"Male",2019,6.3,7.4,4.7,7.3,9.9,"Colon","Stage 0",58984.01,7.2,6.35,0,0,"Barcelona","Spain",1,1,0,1,1,0,0,0,1,"Positive",12.45,"Carlos","Garcia","Martinez",179.6,94.2,"99708740Z","089084909427"
"PT0041167",42,"Male",2017,0.1,2.6,9.3,9.6,9.9,"Colon","Stage 0",86082.63,9.5,4.99,0,0,"Barcelona","Spain",1,1,1,1,0,0,0,0,1,"Positive",12.22,"Juan","Martinez","Sanchez",168.8,78.3,"77044157E","085647869526"
"PT0041176",86,"Female",2020,2.4,6,2.7,7.3,5.5,"Colon","Stage 0",64673.52,3.6,4.5,1,0,"Barcelona","Spain",1,0,0,0,0,0,0,0,1,"Positive",7.02,"Laura","Perez","Sanchez",167.7,66.2,"88565554Y","083989137800"
"PT0041179",82,"Female",2017,3.8,4.5,2.1,9.8,6.6,"Colon","Stage III",70175.19,1,4.97,1,3,"Barcelona","Spain",1,0,0,0,0,1,1,0,1,"Positive",9.52,"Carmen","Garcia","Lopez",181.9,69.4,"99525598K","081138718836"
"PT0041185",31,"Female",2018,0.6,3.2,6.9,4.2,6.4,"Colon","Stage 0",75281.23,5.4,3.61,1,0,"Barcelona","Spain",0,0,0,0,0,0,0,0,0,"Negative",1,"Elena","Sanchez","Martinez",169.9,76.4,"18047442D","086597899549"
"PT0041194",57,"Female",2017,6,2.3,4.3,9.7,2.1,"Colon","Stage II",6575.21,2.2,6.21,1,2,"Barcelona","Spain",1,0,1,0,1,0,0,0,1,"Positive",4.56,"Maria","Martinez","Martinez",182.4,60.6,"16348962X","081229054835"
"PT0041195",35,"Other",2021,8.8,3.7,0.3,9.6,4.3,"Colon","Stage II",53524.27,1.6,5.64,2,2,"Barcelona","Spain",1,0,0,0,1,0,0,0,1,"Positive",8.6,"Elena","Gomez","Lopez",157.7,70.2,"69041041D","087000233119"
"PT0041196",30,"Other",2018,9.6,2.9,1.8,6.4,2.2,"Colon","Stage I",33764.28,1.5,5.45,2,1,"Barcelona","Spain",1,1,1,0,0,0,0,0,1,"Positive",3.68,"Elena","Lopez","Gomez",171.1,75.6,"57337950P","083457829087"
"PT0041215",69,"Male",2016,9,0.3,6.3,4.6,8.8,"Colon","Stage II",92701.4,9.9,4.74,0,2,"Barcelona","Spain",1,0,0,0,1,0,0,0,1,"Positive",9.51,"Juan","Martinez","Lopez",195,68.2,"93397250T","088027556176"
"PT0041218",27,"Other",2020,1,4.2,5.1,2.2,5.2,"Colon","Stage II",29861.99,5.7,3.96,2,2,"Barcelona","Spain",0,0,1,0,0,0,0,0,0,"Negative",3.57,"Laura","Sanchez","Gomez",162.3,83.2,"57674640R","088261049627"
"PT0041223",54,"Male",2023,0.6,8.4,9.3,2.4,7.8,"Colon","Stage III",81560.46,8.4,4.4,0,3,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",9.14,"Javier","Garcia","Lopez",171,77.2,"71548707P","085000219017"
"PT0041226",85,"Female",2021,4.5,5,10,8.7,7.2,"Colon","Stage II",60398.42,2.7,6.4,1,2,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",11.23,"Laura","Lopez","Lopez",166.7,79.4,"60560562K","084552352536"
"PT0041231",86,"Male",2016,2.4,2.8,5.9,2.3,1.1,"Colon","Stage III",53445.49,9.6,3.29,0,3,"Barcelona","Spain",0,1,0,0,0,0,0,0,0,"Negative",1.68,"Carlos","Martinez","Gomez",167.5,84.9,"40241306T","085105514032"
"PT0041233",27,"Other",2020,1,1.6,0.4,5.7,1.5,"Colon","Stage II",19355.42,0.4,3.4,2,2,"Barcelona","Spain",0,1,1,0,0,1,0,0,0,"Negative",1.89,"Laura","Lopez","Martinez",156.3,63,"89959143W","081842378761"
"PT0041240",53,"Male",2021,0.7,2.5,0.7,1.7,5.3,"Colon","Stage III",83437.46,6.3,1.82,0,3,"Barcelona","Spain",0,0,0,0,0,0,0,0,0,"Negative",2.03,"Juan","Garcia","Gomez",182.5,81.9,"35732600F","082952677945"
"PT0041246",37,"Female",2024,9.2,0.7,4.4,1.1,0.4,"Colon","Stage III",20194.98,5.2,4.46,1,3,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",9.15,"Lucia","Martinez","Sanchez",162.2,73.7,"39801456W","082691779671"
"PT0041257",56,"Other",2019,8.8,7.6,7.8,3.4,5.1,"Colon","Stage II",49209.74,4.7,6.28,2,2,"Barcelona","Spain",1,0,1,0,0,0,0,0,0,"Negative",12.11,"Laura","Sanchez","Perez",150.1,77,"49698835K","088244698861"
"PT0041261",40,"Other",2015,7.9,1.2,5.9,6.1,1,"Colon","Stage I",33894.09,9.2,5.29,2,1,"Barcelona","Spain",1,0,1,1,0,0,0,0,0,"Negative",13.35,"Laura","Martinez","Sanchez",155.7,88.3,"23977817H","088177694901"
"PT0041264",36,"Other",2016,3.9,8.8,3.2,1,8.7,"Colon","Stage II",96501.9,2.6,3.72,2,2,"Barcelona","Spain",0,1,0,0,0,0,0,0,0,"Negative",2.77,"Ana","Sanchez","Sanchez",168,61.3,"69321826X","085733796570"
"PT0041269",47,"Male",2021,0.8,7,2.1,5.3,2.9,"Colon","Stage III",87226.84,9.2,3.13,0,3,"Barcelona","Spain",0,0,0,0,0,0,0,0,0,"Negative",3.49,"Juan","Gomez","Lopez",156.4,76.8,"27909785K","088642392595"
"PT0041275",29,"Other",2024,1.8,0.1,3,6,5.1,"Colon","Stage IV",84160.16,1.8,2.85,2,4,"Barcelona","Spain",0,0,1,0,0,0,0,0,1,"Positive",1.35,"Carmen","Lopez","Martinez",155.8,73.7,"82565256V","084980148202"
"PT0041277",68,"Female",2020,6.9,4.8,1.5,2.7,2.7,"Colon","Stage IV",67389.25,2.9,3.79,1,4,"Barcelona","Spain",0,1,1,0,0,0,0,0,0,"Negative",1.28,"Lucia","Sanchez","Garcia",167.4,84.4,"30648003C","084239857437"
"PT0041298",47,"Female",2019,4.9,1,0.5,8.7,7.9,"Colon","Stage I",75463.54,3.3,4.23,1,1,"Barcelona","Spain",1,0,1,0,0,0,0,0,0,"Negative",6.14,"Carmen","Perez","Perez",180.1,74.5,"11716973Z","082834162941"
"PT0041304",23,"Other",2016,4.4,5.2,9.4,7.9,10,"Colon","Stage II",35528.82,9.4,6.94,2,2,"Barcelona","Spain",1,0,1,0,1,0,0,0,1,"Positive",6.33,"Lucia","Gomez","Lopez",195,61.8,"13780002N","081117032262"
"PT0041315",65,"Male",2018,7.9,2.6,0.1,8.8,4.4,"Colon","Stage II",93937.45,8.2,4.31,0,2,"Barcelona","Spain",1,0,1,0,0,0,0,0,0,"Negative",0.1,"Luis","Martinez","Sanchez",170.2,42.7,"10582495B","085758034042"
"PT0041318",56,"Female",2019,3.2,8.4,6.4,7.7,0.7,"Colon","Stage III",94653.76,0.1,4.58,1,3,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",7.22,"Carmen","Gomez","Perez",160,62.2,"43739712Z","084909732969"
"PT0041323",24,"Other",2015,0.5,8.4,2.2,2,4.9,"Colon","Stage III",28673.01,3.2,4.01,2,3,"Barcelona","Spain",1,1,1,0,0,0,0,0,1,"Positive",19.64,"Carmen","Gomez","Garcia",162.2,68.8,"55807408R","081670259941"
"PT0041343",59,"Female",2024,2.2,2.9,5.5,1,0.3,"Colon","Stage 0",50951.17,6.5,2.91,1,0,"Barcelona","Spain",0,0,0,0,0,0,0,0,0,"Negative",2.92,"Carmen","Martinez","Garcia",162.5,45.3,"77381757M","081115647384"
"PT0041349",81,"Other",2016,9.4,8.5,1.6,1.8,0.4,"Colon","Stage I",22414.96,6.7,5.35,2,1,"Barcelona","Spain",1,0,1,0,0,0,0,0,0,"Negative",8.7,"Carmen","Martinez","Martinez",157.2,78.6,"74868207X","088212424032"
"PT0041352",48,"Male",2023,5.8,3.3,10,1.2,0.8,"Colon","Stage II",74547.56,4,3.98,0,2,"Barcelona","Spain",0,0,0,0,0,0,0,0,0,"Negative",3.44,"Carlos","Martinez","Garcia",175.6,90.1,"28997128Q","086975270470"
"PT0041357",45,"Female",2021,4,7.1,6,4.6,9.1,"Colon","Stage 0",81452.68,7.3,4.97,1,0,"Barcelona","Spain",1,0,1,0,0,0,0,0,0,"Negative",5.84,"Laura","Garcia","Lopez",155.6,83.2,"68858377B","087379866463"
"PT0041363",66,"Other",2017,5.6,3.6,9.9,3.3,5.2,"Colon","Stage I",20689.06,4.8,5.91,2,1,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",14.62,"Carmen","Garcia","Garcia",154,54,"67571482N","089997799059"
"PT0041370",79,"Female",2022,9.2,3.5,4.4,9.6,0.9,"Colon","Stage 0",29972.65,1.1,6.44,1,0,"Barcelona","Spain",1,0,1,0,0,0,0,0,0,"Negative",9.37,"Laura","Sanchez","Garcia",159.5,46.7,"26678727S","081665185932"
"PT0041371",76,"Female",2021,9.7,5.2,8.8,0.1,7.2,"Colon","Stage IV",9845.28,3.6,6.58,1,4,"Barcelona","Spain",1,1,1,0,0,0,0,0,1,"Positive",11.25,"Laura","Lopez","Martinez",163,65.8,"45655198Z","081152933982"
"PT0041379",42,"Female",2018,8,2.3,0.2,3.2,7.6,"Colon","Stage I",62987.91,7.2,4.12,1,1,"Barcelona","Spain",1,0,1,0,0,1,0,0,1,"Positive",6.34,"Carmen","Martinez","Lopez",162.5,94.2,"52775948X","083977943895"
"PT0041380",51,"Other",2019,5.5,2.9,0.1,0,1.3,"Colon","Stage IV",49758.78,7.4,2.68,2,4,"Barcelona","Spain",0,1,0,0,0,0,0,0,0,"Negative",4.04,"Carmen","Martinez","Gomez",168.2,72.6,"73811336N","082125352316"
"PT0041390",45,"Female",2022,6.8,6,8.9,4.7,8.6,"Colon","Stage III",68507.12,4.2,6.02,1,3,"Barcelona","Spain",1,1,1,0,1,0,0,0,0,"Negative",20.75,"Ana","Lopez","Perez",182,62.4,"78920689F","084469453508"
"PT0041391",22,"Female",2017,7.3,2.4,6.5,4.4,0.2,"Colon","Stage I",47885.74,9,4.74,1,1,"Barcelona","Spain",1,1,1,0,0,0,0,0,1,"Positive",12.65,"Elena","Perez","Perez",168.7,54,"29194989P","087891626642"
